"Friday_of_Week","NFCI","ANFCI","Risk","Credit","Leverage","Nonfinancial Leverage","Detrended Credit-to-GDP Ratio"
"01/07/2022","-0.55","-0.61","-0.61","-0.1","-0.15","-1.3",""
"01/14/2022","-0.55","-0.61","-0.61","-0.09","-0.16","-1.3",""
"01/21/2022","-0.55","-0.61","-0.6","-0.08","-0.17","-1.29",""
"01/28/2022","-0.53","-0.6","-0.58","-0.07","-0.18","-1.29",""
"02/04/2022","-0.51","-0.59","-0.56","-0.05","-0.19","-1.29",""
"02/11/2022","-0.48","-0.56","-0.53","-0.03","-0.19","-1.28",""
"02/18/2022","-0.45","-0.51","-0.5","-0","-0.19","-1.27",""
"02/25/2022","-0.42","-0.45","-0.47","0.02","-0.19","-1.27",""
"03/04/2022","-0.39","-0.39","-0.44","0.04","-0.2","-1.26",""
"03/11/2022","-0.37","-0.35","-0.42","0.05","-0.2","-1.25",""
"03/18/2022","-0.36","-0.34","-0.4","0.07","-0.21","-1.24",""
"03/25/2022","-0.36","-0.35","-0.39","0.07","-0.22","-1.22",""
"04/01/2022","-0.36","-0.37","-0.38","0.08","-0.22","-1.21","-0.51"
"04/08/2022","-0.36","-0.38","-0.38","0.08","-0.22","-1.2",""
"04/15/2022","-0.35","-0.36","-0.36","0.08","-0.21","-1.18",""
"04/22/2022","-0.33","-0.32","-0.34","0.09","-0.19","-1.16",""
"04/29/2022","-0.31","-0.27","-0.32","0.09","-0.16","-1.15",""
"05/06/2022","-0.29","-0.23","-0.3","0.1","-0.12","-1.13",""
"05/13/2022","-0.27","-0.21","-0.28","0.11","-0.08","-1.12",""
"05/20/2022","-0.26","-0.21","-0.27","0.12","-0.03","-1.1",""
"05/27/2022","-0.24","-0.21","-0.25","0.14","0.02","-1.08",""
"06/03/2022","-0.22","-0.2","-0.23","0.15","0.06","-1.07",""
"06/10/2022","-0.2","-0.17","-0.21","0.17","0.1","-1.05",""
"06/17/2022","-0.17","-0.13","-0.2","0.18","0.13","-1.04",""
"06/24/2022","-0.16","-0.1","-0.19","0.2","0.16","-1.02",""
"07/01/2022","-0.15","-0.11","-0.2","0.2","0.18","-1","-0.42"
"07/08/2022","-0.16","-0.14","-0.21","0.2","0.19","-0.99",""
"07/15/2022","-0.18","-0.2","-0.24","0.19","0.19","-0.97",""
"07/22/2022","-0.2","-0.25","-0.26","0.18","0.18","-0.96",""
"07/29/2022","-0.23","-0.29","-0.28","0.17","0.17","-0.95",""
"08/05/2022","-0.24","-0.31","-0.3","0.16","0.15","-0.93",""
"08/12/2022","-0.25","-0.31","-0.3","0.15","0.14","-0.92",""
"08/19/2022","-0.25","-0.3","-0.29","0.15","0.13","-0.91",""
"08/26/2022","-0.24","-0.29","-0.27","0.16","0.12","-0.89",""
"09/02/2022","-0.21","-0.27","-0.24","0.17","0.11","-0.88",""
"09/09/2022","-0.18","-0.25","-0.2","0.19","0.11","-0.87",""
"09/16/2022","-0.15","-0.21","-0.17","0.2","0.1","-0.86",""
"09/23/2022","-0.12","-0.16","-0.14","0.22","0.1","-0.84",""
"09/30/2022","-0.1","-0.12","-0.12","0.24","0.09","-0.83","-0.44"
"10/07/2022","-0.1","-0.1","-0.12","0.25","0.08","-0.82",""
"10/14/2022","-0.1","-0.1","-0.13","0.25","0.07","-0.81",""
"10/21/2022","-0.12","-0.13","-0.14","0.24","0.05","-0.79",""
"10/28/2022","-0.14","-0.17","-0.16","0.23","0.04","-0.78",""
"11/04/2022","-0.17","-0.21","-0.18","0.21","0.03","-0.77",""
"11/11/2022","-0.19","-0.24","-0.2","0.2","0.02","-0.76",""
"11/18/2022","-0.2","-0.25","-0.21","0.19","0","-0.75",""
"11/25/2022","-0.21","-0.24","-0.22","0.18","-0.01","-0.74",""
"12/02/2022","-0.21","-0.23","-0.23","0.17","-0.02","-0.73",""
"12/09/2022","-0.21","-0.22","-0.23","0.17","-0.04","-0.72",""
"12/16/2022","-0.21","-0.23","-0.24","0.17","-0.07","-0.71",""
"12/23/2022","-0.22","-0.24","-0.26","0.16","-0.1","-0.7",""
"12/30/2022","-0.24","-0.27","-0.29","0.16","-0.14","-0.69","-0.53"
"01/06/2023","-0.27","-0.3","-0.32","0.15","-0.17","-0.68",""
"01/13/2023","-0.3","-0.32","-0.35","0.14","-0.19","-0.67",""
"01/20/2023","-0.33","-0.34","-0.37","0.12","-0.19","-0.67",""
"01/27/2023","-0.35","-0.36","-0.39","0.11","-0.17","-0.66",""
"02/03/2023","-0.35","-0.37","-0.39","0.11","-0.13","-0.66",""
"02/10/2023","-0.35","-0.37","-0.38","0.1","-0.06","-0.65",""
"02/17/2023","-0.32","-0.34","-0.36","0.11","0.04","-0.65",""
"02/24/2023","-0.28","-0.28","-0.32","0.12","0.15","-0.65",""
"03/03/2023","-0.23","-0.21","-0.28","0.13","0.26","-0.65",""
"03/10/2023","-0.18","-0.14","-0.25","0.15","0.36","-0.65",""
"03/17/2023","-0.14","-0.08","-0.22","0.17","0.45","-0.65",""
"03/24/2023","-0.12","-0.07","-0.2","0.18","0.5","-0.65",""
"03/31/2023","-0.13","-0.1","-0.21","0.19","0.52","-0.65","-0.64"
"04/07/2023","-0.16","-0.15","-0.23","0.19","0.52","-0.65",""
"04/14/2023","-0.19","-0.22","-0.26","0.19","0.51","-0.65",""
"04/21/2023","-0.22","-0.26","-0.29","0.18","0.51","-0.65",""
"04/28/2023","-0.23","-0.28","-0.32","0.17","0.51","-0.65",""
"05/05/2023","-0.24","-0.28","-0.35","0.17","0.53","-0.65",""
"05/12/2023","-0.25","-0.28","-0.37","0.16","0.55","-0.65",""
"05/19/2023","-0.25","-0.28","-0.37","0.15","0.59","-0.65",""
"05/26/2023","-0.25","-0.28","-0.38","0.15","0.62","-0.65",""
"06/02/2023","-0.25","-0.28","-0.38","0.14","0.66","-0.64",""
"06/09/2023","-0.24","-0.27","-0.37","0.13","0.69","-0.64",""
"06/16/2023","-0.25","-0.27","-0.37","0.12","0.7","-0.64",""
"06/23/2023","-0.25","-0.26","-0.37","0.12","0.7","-0.63",""
"06/30/2023","-0.26","-0.26","-0.37","0.11","0.67","-0.62","-0.75"
"07/07/2023","-0.27","-0.26","-0.37","0.11","0.63","-0.62",""
"07/14/2023","-0.28","-0.27","-0.38","0.1","0.57","-0.61",""
"07/21/2023","-0.29","-0.28","-0.4","0.1","0.49","-0.61",""
"07/28/2023","-0.31","-0.29","-0.41","0.1","0.42","-0.6",""
"08/04/2023","-0.32","-0.29","-0.42","0.09","0.34","-0.59",""
"08/11/2023","-0.34","-0.29","-0.44","0.09","0.27","-0.58",""
"08/18/2023","-0.35","-0.28","-0.45","0.09","0.21","-0.58",""
"08/25/2023","-0.36","-0.28","-0.45","0.09","0.17","-0.57",""
"09/01/2023","-0.36","-0.28","-0.46","0.09","0.14","-0.56",""
"09/08/2023","-0.36","-0.28","-0.46","0.09","0.12","-0.56",""
"09/15/2023","-0.36","-0.29","-0.45","0.09","0.11","-0.55",""
"09/22/2023","-0.36","-0.29","-0.44","0.09","0.11","-0.54",""
"09/29/2023","-0.34","-0.29","-0.43","0.09","0.11","-0.54","-0.83"
"10/06/2023","-0.34","-0.28","-0.43","0.09","0.1","-0.53",""
"10/13/2023","-0.33","-0.29","-0.42","0.09","0.08","-0.53",""
"10/20/2023","-0.33","-0.3","-0.42","0.09","0.05","-0.52",""
"10/27/2023","-0.34","-0.33","-0.43","0.09","-0","-0.52",""
"11/03/2023","-0.36","-0.37","-0.44","0.08","-0.06","-0.51",""
"11/10/2023","-0.38","-0.41","-0.45","0.08","-0.13","-0.51",""
"11/17/2023","-0.4","-0.44","-0.47","0.07","-0.2","-0.5",""
"11/24/2023","-0.42","-0.46","-0.48","0.06","-0.28","-0.5",""
"12/01/2023","-0.44","-0.46","-0.5","0.04","-0.34","-0.5",""
"12/08/2023","-0.45","-0.47","-0.51","0.03","-0.4","-0.49",""
"12/15/2023","-0.47","-0.47","-0.52","0.02","-0.44","-0.49",""
"12/22/2023","-0.49","-0.49","-0.53","0","-0.47","-0.48",""
"12/29/2023","-0.5","-0.51","-0.55","-0.02","-0.5","-0.48",""
"01/05/2024","-0.53","-0.54","-0.56","-0.03","-0.51","-0.47",""
"01/12/2024","-0.54","-0.56","-0.58","-0.05","-0.51","-0.47",""
