"Friday_of_Week","NFCI","ANFCI","Risk","Credit","Leverage","Nonfinancial Leverage","Detrended Credit-to-GDP Ratio"
"07/26/1985","-0.35","-0.16","-0.29","-0.25","-0.19","0.79",""
"08/02/1985","-0.32","-0.11","-0.26","-0.29","-0.18","0.79",""
"08/09/1985","-0.28","-0.07","-0.22","-0.31","-0.17","0.8",""
"08/16/1985","-0.25","-0.01","-0.18","-0.34","-0.16","0.8",""
"08/23/1985","-0.21","0.04","-0.15","-0.36","-0.16","0.8",""
"08/30/1985","-0.18","0.08","-0.12","-0.37","-0.16","0.8",""
"09/06/1985","-0.16","0.12","-0.09","-0.38","-0.17","0.8",""
"09/13/1985","-0.15","0.14","-0.08","-0.38","-0.17","0.8",""
"09/20/1985","-0.14","0.14","-0.07","-0.38","-0.19","0.8",""
"09/27/1985","-0.16","0.13","-0.08","-0.38","-0.2","0.8","-0.07"
"10/04/1985","-0.18","0.08","-0.1","-0.37","-0.21","0.8",""
"10/11/1985","-0.21","0.02","-0.14","-0.36","-0.23","0.8",""
"10/18/1985","-0.25","-0.05","-0.17","-0.35","-0.25","0.8",""
"10/25/1985","-0.28","-0.12","-0.21","-0.34","-0.26","0.8",""
"11/01/1985","-0.31","-0.18","-0.25","-0.33","-0.28","0.8",""
"11/08/1985","-0.33","-0.21","-0.28","-0.32","-0.29","0.8",""
"11/15/1985","-0.35","-0.21","-0.29","-0.32","-0.31","0.8",""
"11/22/1985","-0.35","-0.18","-0.3","-0.31","-0.32","0.81",""
"11/29/1985","-0.34","-0.13","-0.29","-0.31","-0.33","0.81",""
"12/06/1985","-0.33","-0.08","-0.28","-0.32","-0.34","0.82",""
"12/13/1985","-0.31","-0.04","-0.26","-0.33","-0.35","0.82",""
"12/20/1985","-0.3","-0.01","-0.24","-0.34","-0.36","0.83",""
"12/27/1985","-0.28","0.01","-0.22","-0.36","-0.37","0.84","0.02"
"01/03/1986","-0.28","0.01","-0.2","-0.38","-0.38","0.84",""
"01/10/1986","-0.28","0","-0.19","-0.4","-0.38","0.85",""
"01/17/1986","-0.28","-0.01","-0.19","-0.43","-0.39","0.86",""
"01/24/1986","-0.29","-0.04","-0.19","-0.45","-0.39","0.86",""
"01/31/1986","-0.3","-0.08","-0.2","-0.47","-0.39","0.87",""
"02/07/1986","-0.32","-0.12","-0.21","-0.5","-0.39","0.87",""
"02/14/1986","-0.33","-0.16","-0.23","-0.52","-0.39","0.88",""
"02/21/1986","-0.33","-0.18","-0.24","-0.54","-0.39","0.88",""
"02/28/1986","-0.34","-0.18","-0.24","-0.56","-0.39","0.88",""
"03/07/1986","-0.34","-0.16","-0.25","-0.57","-0.39","0.88",""
"03/14/1986","-0.35","-0.13","-0.26","-0.59","-0.39","0.88",""
"03/21/1986","-0.36","-0.1","-0.26","-0.61","-0.4","0.88",""
"03/28/1986","-0.37","-0.09","-0.28","-0.63","-0.4","0.88","0.28"
"04/04/1986","-0.4","-0.11","-0.3","-0.64","-0.41","0.87",""
"04/11/1986","-0.43","-0.15","-0.32","-0.66","-0.41","0.87",""
"04/18/1986","-0.47","-0.19","-0.35","-0.68","-0.42","0.87",""
"04/25/1986","-0.51","-0.23","-0.38","-0.69","-0.42","0.86",""
"05/02/1986","-0.54","-0.23","-0.4","-0.7","-0.42","0.86",""
"05/09/1986","-0.56","-0.22","-0.42","-0.7","-0.41","0.85",""
"05/16/1986","-0.57","-0.17","-0.43","-0.69","-0.4","0.85",""
"05/23/1986","-0.57","-0.11","-0.44","-0.68","-0.39","0.84",""
"05/30/1986","-0.56","-0.04","-0.43","-0.66","-0.36","0.84",""
"06/06/1986","-0.54","0.04","-0.43","-0.64","-0.34","0.84",""
"06/13/1986","-0.52","0.12","-0.42","-0.61","-0.31","0.83",""
"06/20/1986","-0.5","0.19","-0.42","-0.58","-0.27","0.83",""
"06/27/1986","-0.49","0.25","-0.42","-0.55","-0.23","0.83","0.41"
"07/04/1986","-0.48","0.27","-0.43","-0.52","-0.19","0.82",""
"07/11/1986","-0.49","0.27","-0.45","-0.49","-0.15","0.82",""
"07/18/1986","-0.51","0.22","-0.48","-0.48","-0.1","0.82",""
"07/25/1986","-0.53","0.14","-0.51","-0.47","-0.05","0.82",""
"08/01/1986","-0.57","0.04","-0.54","-0.47","-0.01","0.81",""
"08/08/1986","-0.6","-0.06","-0.57","-0.47","0.04","0.81",""
"08/15/1986","-0.62","-0.16","-0.59","-0.48","0.1","0.81",""
"08/22/1986","-0.64","-0.23","-0.59","-0.5","0.15","0.81",""
"08/29/1986","-0.64","-0.26","-0.59","-0.51","0.2","0.8",""
"09/05/1986","-0.63","-0.25","-0.57","-0.53","0.26","0.8",""
"09/12/1986","-0.62","-0.21","-0.55","-0.54","0.31","0.8",""
"09/19/1986","-0.6","-0.15","-0.52","-0.54","0.36","0.8",""
"09/26/1986","-0.58","-0.1","-0.5","-0.54","0.42","0.79","0.71"
"10/03/1986","-0.56","-0.06","-0.48","-0.53","0.47","0.79",""
"10/10/1986","-0.55","-0.06","-0.47","-0.52","0.52","0.79",""
"10/17/1986","-0.55","-0.07","-0.47","-0.5","0.56","0.79",""
"10/24/1986","-0.56","-0.1","-0.47","-0.47","0.6","0.79",""
"10/31/1986","-0.56","-0.13","-0.48","-0.44","0.64","0.79",""
"11/07/1986","-0.57","-0.15","-0.49","-0.4","0.68","0.79",""
"11/14/1986","-0.57","-0.17","-0.5","-0.37","0.7","0.8",""
"11/21/1986","-0.57","-0.17","-0.51","-0.33","0.72","0.8",""
"11/28/1986","-0.57","-0.16","-0.51","-0.3","0.73","0.81",""
"12/05/1986","-0.55","-0.14","-0.51","-0.27","0.74","0.81",""
"12/12/1986","-0.54","-0.11","-0.5","-0.24","0.73","0.82",""
"12/19/1986","-0.52","-0.07","-0.49","-0.21","0.72","0.83",""
"12/26/1986","-0.51","-0.04","-0.49","-0.19","0.69","0.84",""
"01/02/1987","-0.5","-0.04","-0.48","-0.17","0.66","0.85","0.96"
"01/09/1987","-0.49","-0.06","-0.48","-0.16","0.62","0.86",""
"01/16/1987","-0.49","-0.09","-0.48","-0.15","0.57","0.88",""
"01/23/1987","-0.49","-0.13","-0.47","-0.15","0.52","0.89",""
"01/30/1987","-0.5","-0.15","-0.47","-0.15","0.46","0.9",""
"02/06/1987","-0.5","-0.16","-0.46","-0.16","0.41","0.91",""
"02/13/1987","-0.5","-0.15","-0.44","-0.17","0.35","0.92",""
"02/20/1987","-0.48","-0.13","-0.4","-0.18","0.3","0.94",""
"02/27/1987","-0.46","-0.12","-0.36","-0.2","0.25","0.95",""
"03/06/1987","-0.42","-0.11","-0.29","-0.21","0.2","0.96",""
"03/13/1987","-0.37","-0.09","-0.21","-0.23","0.15","0.97",""
"03/20/1987","-0.29","-0.06","-0.1","-0.25","0.11","0.98",""
"03/27/1987","-0.19","0.01","0.02","-0.26","0.07","0.98","1.25"
"04/03/1987","-0.08","0.12","0.17","-0.28","0.04","0.99",""
"04/10/1987","0.05","0.27","0.33","-0.29","0","1",""
"04/17/1987","0.19","0.45","0.49","-0.3","-0.02","1",""
"04/24/1987","0.32","0.64","0.64","-0.31","-0.05","1",""
"05/01/1987","0.43","0.83","0.78","-0.31","-0.07","1",""
"05/08/1987","0.53","1","0.89","-0.31","-0.08","1",""
"05/15/1987","0.59","1.12","0.96","-0.3","-0.1","1",""
"05/22/1987","0.63","1.2","1.01","-0.29","-0.11","0.99",""
"05/29/1987","0.63","1.21","1.01","-0.28","-0.12","0.99",""
"06/05/1987","0.61","1.16","0.98","-0.27","-0.13","0.98",""
"06/12/1987","0.56","1.08","0.93","-0.26","-0.14","0.97",""
"06/19/1987","0.49","0.96","0.85","-0.25","-0.14","0.96",""
"06/26/1987","0.42","0.86","0.77","-0.25","-0.14","0.95","1.3"
"07/03/1987","0.34","0.76","0.68","-0.25","-0.13","0.94",""
"07/10/1987","0.27","0.68","0.59","-0.25","-0.12","0.92",""
"07/17/1987","0.2","0.59","0.5","-0.26","-0.1","0.91",""
"07/24/1987","0.13","0.49","0.43","-0.27","-0.07","0.9",""
"07/31/1987","0.07","0.38","0.36","-0.29","-0.02","0.89",""
"08/07/1987","0.02","0.29","0.32","-0.3","0.03","0.88",""
"08/14/1987","-0","0.22","0.3","-0.32","0.1","0.87",""
"08/21/1987","0","0.21","0.32","-0.33","0.18","0.86",""
"08/28/1987","0.04","0.25","0.37","-0.34","0.27","0.85",""
"09/04/1987","0.12","0.35","0.46","-0.34","0.37","0.84",""
"09/11/1987","0.23","0.48","0.58","-0.34","0.48","0.84",""
"09/18/1987","0.36","0.66","0.73","-0.32","0.59","0.83",""
"09/25/1987","0.5","0.88","0.89","-0.3","0.71","0.83",""
"10/02/1987","0.66","1.13","1.06","-0.27","0.82","0.83","1.34"
"10/09/1987","0.81","1.39","1.22","-0.24","0.93","0.82",""
"10/16/1987","0.94","1.61","1.36","-0.2","1.03","0.82",""
"10/23/1987","1.05","1.75","1.47","-0.17","1.12","0.82",""
"10/30/1987","1.12","1.8","1.54","-0.13","1.19","0.83",""
"11/06/1987","1.15","1.75","1.57","-0.1","1.24","0.83",""
"11/13/1987","1.15","1.66","1.56","-0.08","1.28","0.83",""
"11/20/1987","1.13","1.58","1.54","-0.06","1.31","0.83",""
"11/27/1987","1.09","1.53","1.49","-0.05","1.31","0.84",""
"12/04/1987","1.05","1.51","1.44","-0.04","1.31","0.84",""
"12/11/1987","0.99","1.49","1.37","-0.04","1.29","0.85",""
"12/18/1987","0.92","1.45","1.28","-0.04","1.27","0.85",""
"12/25/1987","0.84","1.36","1.18","-0.04","1.23","0.86",""
"01/01/1988","0.75","1.22","1.06","-0.04","1.19","0.87","1.4"
"01/08/1988","0.65","1.07","0.94","-0.04","1.15","0.87",""
"01/15/1988","0.56","0.91","0.82","-0.04","1.1","0.88",""
"01/22/1988","0.46","0.78","0.71","-0.04","1.05","0.88",""
"01/29/1988","0.38","0.67","0.6","-0.05","1","0.89",""
"02/05/1988","0.3","0.57","0.5","-0.05","0.94","0.89",""
"02/12/1988","0.23","0.49","0.42","-0.06","0.89","0.89",""
"02/19/1988","0.18","0.42","0.36","-0.07","0.84","0.9",""
"02/26/1988","0.14","0.37","0.31","-0.08","0.78","0.9",""
"03/04/1988","0.12","0.34","0.29","-0.09","0.73","0.9",""
"03/11/1988","0.11","0.33","0.29","-0.1","0.68","0.9",""
"03/18/1988","0.12","0.34","0.3","-0.11","0.64","0.89",""
"03/25/1988","0.14","0.37","0.32","-0.12","0.6","0.89",""
"04/01/1988","0.17","0.42","0.36","-0.13","0.56","0.89","1.21"
"04/08/1988","0.2","0.46","0.4","-0.14","0.52","0.88",""
"04/15/1988","0.23","0.51","0.43","-0.14","0.49","0.88",""
"04/22/1988","0.26","0.55","0.46","-0.15","0.46","0.88",""
"04/29/1988","0.27","0.57","0.48","-0.15","0.43","0.87",""
"05/06/1988","0.27","0.58","0.48","-0.16","0.41","0.87",""
"05/13/1988","0.27","0.58","0.48","-0.16","0.39","0.86",""
"05/20/1988","0.26","0.57","0.48","-0.16","0.38","0.86",""
"05/27/1988","0.25","0.55","0.47","-0.17","0.36","0.85",""
"06/03/1988","0.25","0.54","0.47","-0.17","0.35","0.85",""
"06/10/1988","0.25","0.54","0.47","-0.17","0.34","0.85",""
"06/17/1988","0.26","0.55","0.48","-0.18","0.33","0.84",""
"06/24/1988","0.27","0.57","0.51","-0.18","0.32","0.84",""
"07/01/1988","0.3","0.6","0.54","-0.19","0.31","0.84","1.37"
"07/08/1988","0.33","0.64","0.57","-0.19","0.31","0.83",""
"07/15/1988","0.36","0.67","0.61","-0.19","0.3","0.83",""
"07/22/1988","0.38","0.7","0.64","-0.2","0.3","0.83",""
"07/29/1988","0.4","0.73","0.67","-0.19","0.29","0.83",""
"08/05/1988","0.41","0.75","0.68","-0.19","0.29","0.83",""
"08/12/1988","0.42","0.74","0.68","-0.18","0.28","0.83",""
"08/19/1988","0.41","0.71","0.67","-0.17","0.28","0.83",""
"08/26/1988","0.39","0.65","0.64","-0.15","0.28","0.83",""
"09/02/1988","0.36","0.58","0.6","-0.13","0.28","0.83",""
"09/09/1988","0.34","0.5","0.56","-0.11","0.28","0.83",""
"09/16/1988","0.31","0.43","0.51","-0.09","0.28","0.83",""
"09/23/1988","0.29","0.39","0.47","-0.07","0.28","0.83",""
"09/30/1988","0.27","0.37","0.44","-0.05","0.28","0.84","1.35"
"10/07/1988","0.25","0.36","0.41","-0.04","0.28","0.84",""
"10/14/1988","0.23","0.34","0.39","-0.03","0.29","0.84",""
"10/21/1988","0.22","0.32","0.37","-0.02","0.29","0.83",""
"10/28/1988","0.2","0.29","0.35","-0.02","0.29","0.83",""
"11/04/1988","0.19","0.27","0.33","-0.02","0.29","0.83",""
"11/11/1988","0.18","0.25","0.32","-0.02","0.29","0.83",""
"11/18/1988","0.17","0.24","0.31","-0.01","0.29","0.82",""
"11/25/1988","0.16","0.24","0.31","-0.01","0.29","0.82",""
"12/02/1988","0.16","0.25","0.3","-0","0.29","0.82",""
"12/09/1988","0.16","0.25","0.29","0.01","0.29","0.81",""
"12/16/1988","0.16","0.24","0.29","0.02","0.28","0.8",""
"12/23/1988","0.16","0.24","0.28","0.03","0.28","0.8",""
"12/30/1988","0.16","0.24","0.28","0.05","0.27","0.79","1.34"
"01/06/1989","0.17","0.23","0.27","0.06","0.26","0.78",""
"01/13/1989","0.17","0.23","0.28","0.08","0.25","0.78",""
"01/20/1989","0.18","0.24","0.29","0.09","0.24","0.77",""
"01/27/1989","0.2","0.25","0.31","0.1","0.23","0.76",""
"02/03/1989","0.23","0.29","0.36","0.11","0.21","0.76",""
"02/10/1989","0.28","0.35","0.42","0.12","0.2","0.75",""
"02/17/1989","0.35","0.45","0.49","0.13","0.18","0.75",""
"02/24/1989","0.42","0.57","0.59","0.15","0.16","0.75",""
"03/03/1989","0.51","0.71","0.68","0.16","0.14","0.74",""
"03/10/1989","0.59","0.85","0.78","0.18","0.13","0.74",""
"03/17/1989","0.67","0.96","0.86","0.2","0.12","0.74",""
"03/24/1989","0.73","1.04","0.92","0.22","0.11","0.74",""
"03/31/1989","0.76","1.08","0.95","0.24","0.1","0.74","1.32"
"04/07/1989","0.78","1.08","0.94","0.26","0.09","0.74",""
"04/14/1989","0.76","1.05","0.91","0.28","0.09","0.74",""
"04/21/1989","0.71","0.98","0.85","0.29","0.09","0.74",""
"04/28/1989","0.65","0.89","0.77","0.3","0.09","0.74",""
"05/05/1989","0.57","0.76","0.68","0.31","0.09","0.75",""
"05/12/1989","0.49","0.62","0.59","0.32","0.1","0.75",""
"05/19/1989","0.42","0.48","0.5","0.32","0.1","0.75",""
"05/26/1989","0.36","0.37","0.43","0.33","0.1","0.75",""
"06/02/1989","0.31","0.31","0.38","0.33","0.1","0.74",""
"06/09/1989","0.29","0.29","0.35","0.34","0.11","0.74",""
"06/16/1989","0.28","0.31","0.34","0.34","0.11","0.74",""
"06/23/1989","0.28","0.34","0.32","0.35","0.11","0.74",""
"06/30/1989","0.28","0.35","0.31","0.36","0.1","0.73","1.26"
"07/07/1989","0.27","0.33","0.3","0.36","0.1","0.73",""
"07/14/1989","0.25","0.27","0.27","0.37","0.1","0.73",""
"07/21/1989","0.23","0.19","0.25","0.38","0.09","0.72",""
"07/28/1989","0.21","0.12","0.23","0.38","0.09","0.72",""
"08/04/1989","0.2","0.07","0.21","0.39","0.08","0.71",""
"08/11/1989","0.19","0.06","0.21","0.39","0.07","0.71",""
"08/18/1989","0.21","0.11","0.23","0.4","0.07","0.71",""
"08/25/1989","0.23","0.19","0.25","0.41","0.06","0.7",""
"09/01/1989","0.27","0.29","0.29","0.42","0.06","0.7",""
"09/08/1989","0.31","0.39","0.33","0.44","0.05","0.69",""
"09/15/1989","0.34","0.49","0.37","0.46","0.05","0.69",""
"09/22/1989","0.38","0.56","0.4","0.47","0.06","0.69",""
"09/29/1989","0.4","0.61","0.41","0.49","0.06","0.68","1.24"
"10/06/1989","0.4","0.63","0.4","0.51","0.07","0.68",""
"10/13/1989","0.38","0.6","0.38","0.53","0.09","0.68",""
"10/20/1989","0.35","0.55","0.33","0.55","0.1","0.68",""
"10/27/1989","0.31","0.46","0.28","0.56","0.12","0.68",""
"11/03/1989","0.25","0.37","0.21","0.58","0.15","0.68",""
"11/10/1989","0.2","0.28","0.14","0.59","0.17","0.68",""
"11/17/1989","0.14","0.21","0.07","0.6","0.2","0.68",""
"11/24/1989","0.1","0.15","0.01","0.61","0.24","0.68",""
"12/01/1989","0.06","0.11","-0.04","0.62","0.27","0.68",""
"12/08/1989","0.04","0.07","-0.07","0.62","0.31","0.68",""
"12/15/1989","0.03","0.04","-0.08","0.63","0.35","0.68",""
"12/22/1989","0.03","0.02","-0.09","0.63","0.38","0.68",""
"12/29/1989","0.03","0","-0.08","0.64","0.42","0.69","1.21"
"01/05/1990","0.05","-0.01","-0.06","0.64","0.45","0.69",""
"01/12/1990","0.06","-0.02","-0.05","0.65","0.48","0.68",""
"01/19/1990","0.07","-0.03","-0.03","0.65","0.5","0.68",""
"01/26/1990","0.08","-0.04","-0.03","0.67","0.51","0.68",""
"02/02/1990","0.08","-0.06","-0.03","0.68","0.52","0.67",""
"02/09/1990","0.08","-0.09","-0.04","0.7","0.52","0.66",""
"02/16/1990","0.07","-0.13","-0.06","0.72","0.51","0.66",""
"02/23/1990","0.05","-0.17","-0.08","0.73","0.5","0.64",""
"03/02/1990","0.04","-0.2","-0.09","0.75","0.47","0.63",""
"03/09/1990","0.04","-0.21","-0.1","0.76","0.44","0.62",""
"03/16/1990","0.04","-0.22","-0.1","0.77","0.4","0.6",""
"03/23/1990","0.05","-0.21","-0.09","0.78","0.36","0.59",""
"03/30/1990","0.06","-0.18","-0.07","0.79","0.32","0.57","1.33"
"04/06/1990","0.08","-0.15","-0.06","0.79","0.27","0.56",""
"04/13/1990","0.09","-0.11","-0.04","0.79","0.23","0.54",""
"04/20/1990","0.1","-0.07","-0.03","0.79","0.19","0.53",""
"04/27/1990","0.09","-0.04","-0.04","0.78","0.16","0.51",""
"05/04/1990","0.08","-0.04","-0.06","0.78","0.13","0.5",""
"05/11/1990","0.05","-0.06","-0.09","0.78","0.12","0.49",""
"05/18/1990","0.01","-0.09","-0.13","0.77","0.11","0.48",""
"05/25/1990","-0.04","-0.14","-0.19","0.77","0.12","0.47",""
"06/01/1990","-0.09","-0.19","-0.24","0.76","0.13","0.47",""
"06/08/1990","-0.13","-0.22","-0.29","0.76","0.16","0.47",""
"06/15/1990","-0.16","-0.24","-0.33","0.75","0.2","0.46",""
"06/22/1990","-0.18","-0.24","-0.36","0.75","0.24","0.46",""
"06/29/1990","-0.19","-0.24","-0.37","0.75","0.3","0.46","1.23"
"07/06/1990","-0.18","-0.23","-0.37","0.75","0.36","0.46",""
"07/13/1990","-0.17","-0.21","-0.36","0.75","0.42","0.46",""
"07/20/1990","-0.14","-0.18","-0.34","0.77","0.48","0.46",""
"07/27/1990","-0.1","-0.15","-0.3","0.78","0.54","0.47",""
"08/03/1990","-0.06","-0.1","-0.26","0.8","0.6","0.47",""
"08/10/1990","-0.01","-0.06","-0.22","0.83","0.65","0.47",""
"08/17/1990","0.04","-0.03","-0.17","0.86","0.7","0.46",""
"08/24/1990","0.09","0","-0.12","0.9","0.74","0.46",""
"08/31/1990","0.14","0.03","-0.07","0.94","0.78","0.46",""
"09/07/1990","0.19","0.08","-0.02","0.98","0.81","0.45",""
"09/14/1990","0.24","0.13","0.02","1.02","0.82","0.45",""
"09/21/1990","0.3","0.2","0.07","1.06","0.83","0.44",""
"09/28/1990","0.34","0.28","0.11","1.11","0.84","0.43","1.13"
"10/05/1990","0.38","0.33","0.14","1.15","0.83","0.43",""
"10/12/1990","0.41","0.35","0.15","1.19","0.82","0.42",""
"10/19/1990","0.42","0.34","0.16","1.23","0.79","0.41",""
"10/26/1990","0.42","0.31","0.15","1.26","0.76","0.39",""
"11/02/1990","0.42","0.28","0.14","1.29","0.72","0.38",""
"11/09/1990","0.41","0.25","0.13","1.32","0.68","0.37",""
"11/16/1990","0.41","0.24","0.12","1.34","0.62","0.36",""
"11/23/1990","0.41","0.25","0.12","1.36","0.56","0.35",""
"11/30/1990","0.43","0.27","0.14","1.37","0.5","0.33",""
"12/07/1990","0.44","0.31","0.16","1.38","0.43","0.32",""
"12/14/1990","0.47","0.37","0.19","1.38","0.36","0.31",""
"12/21/1990","0.49","0.44","0.22","1.38","0.28","0.29",""
"12/28/1990","0.51","0.51","0.24","1.37","0.2","0.28","1.11"
"01/04/1991","0.52","0.55","0.25","1.35","0.12","0.27",""
"01/11/1991","0.5","0.55","0.24","1.32","0.05","0.25",""
"01/18/1991","0.46","0.5","0.21","1.29","-0.03","0.24",""
"01/25/1991","0.4","0.4","0.15","1.26","-0.1","0.22",""
"02/01/1991","0.32","0.29","0.08","1.21","-0.17","0.21",""
"02/08/1991","0.23","0.18","-0","1.16","-0.24","0.19",""
"02/15/1991","0.15","0.1","-0.08","1.11","-0.29","0.18",""
"02/22/1991","0.08","0.05","-0.14","1.05","-0.35","0.16",""
"03/01/1991","0.02","0.03","-0.2","0.99","-0.39","0.14",""
"03/08/1991","-0.04","0.01","-0.24","0.93","-0.43","0.13",""
"03/15/1991","-0.08","-0.01","-0.28","0.87","-0.46","0.11",""
"03/22/1991","-0.12","-0.04","-0.31","0.82","-0.48","0.09",""
"03/29/1991","-0.15","-0.07","-0.33","0.77","-0.5","0.06","1.23"
"04/05/1991","-0.18","-0.1","-0.36","0.72","-0.5","0.04",""
"04/12/1991","-0.2","-0.12","-0.37","0.68","-0.51","0.02",""
"04/19/1991","-0.22","-0.14","-0.39","0.65","-0.51","-0.01",""
"04/26/1991","-0.23","-0.14","-0.39","0.62","-0.5","-0.03",""
"05/03/1991","-0.24","-0.13","-0.4","0.59","-0.49","-0.06",""
"05/10/1991","-0.25","-0.12","-0.4","0.57","-0.48","-0.09",""
"05/17/1991","-0.25","-0.11","-0.39","0.55","-0.46","-0.12",""
"05/24/1991","-0.24","-0.09","-0.38","0.53","-0.44","-0.15",""
"05/31/1991","-0.23","-0.06","-0.37","0.51","-0.42","-0.18",""
"06/07/1991","-0.22","-0.04","-0.35","0.5","-0.39","-0.22",""
"06/14/1991","-0.22","-0.04","-0.35","0.48","-0.37","-0.25",""
"06/21/1991","-0.23","-0.07","-0.36","0.47","-0.34","-0.28",""
"06/28/1991","-0.25","-0.12","-0.38","0.46","-0.32","-0.32","1.13"
"07/05/1991","-0.28","-0.21","-0.41","0.45","-0.29","-0.35",""
"07/12/1991","-0.32","-0.3","-0.45","0.44","-0.26","-0.39",""
"07/19/1991","-0.37","-0.39","-0.5","0.43","-0.24","-0.42",""
"07/26/1991","-0.41","-0.47","-0.55","0.42","-0.21","-0.46",""
"08/02/1991","-0.46","-0.53","-0.6","0.42","-0.19","-0.49",""
"08/09/1991","-0.5","-0.57","-0.64","0.42","-0.17","-0.52",""
"08/16/1991","-0.52","-0.59","-0.68","0.41","-0.15","-0.55",""
"08/23/1991","-0.54","-0.61","-0.7","0.41","-0.14","-0.58",""
"08/30/1991","-0.55","-0.63","-0.72","0.4","-0.12","-0.61",""
"09/06/1991","-0.56","-0.64","-0.73","0.39","-0.11","-0.64",""
"09/13/1991","-0.56","-0.65","-0.74","0.38","-0.11","-0.66",""
"09/20/1991","-0.57","-0.65","-0.74","0.37","-0.1","-0.68",""
"09/27/1991","-0.57","-0.65","-0.74","0.36","-0.1","-0.71","0.91"
"10/04/1991","-0.58","-0.65","-0.75","0.34","-0.1","-0.73",""
"10/11/1991","-0.58","-0.65","-0.75","0.32","-0.1","-0.75",""
"10/18/1991","-0.59","-0.65","-0.76","0.31","-0.11","-0.76",""
"10/25/1991","-0.6","-0.66","-0.76","0.29","-0.12","-0.78",""
"11/01/1991","-0.61","-0.67","-0.76","0.28","-0.13","-0.8",""
"11/08/1991","-0.62","-0.68","-0.77","0.26","-0.14","-0.81",""
"11/15/1991","-0.63","-0.68","-0.78","0.26","-0.15","-0.83",""
"11/22/1991","-0.63","-0.68","-0.79","0.25","-0.16","-0.84",""
"11/29/1991","-0.64","-0.68","-0.8","0.25","-0.18","-0.85",""
"12/06/1991","-0.65","-0.7","-0.8","0.24","-0.19","-0.86",""
"12/13/1991","-0.66","-0.73","-0.81","0.24","-0.21","-0.87",""
"12/20/1991","-0.67","-0.76","-0.82","0.23","-0.24","-0.89",""
"12/27/1991","-0.67","-0.79","-0.82","0.22","-0.26","-0.9","0.54"
"01/03/1992","-0.67","-0.8","-0.81","0.2","-0.29","-0.91",""
"01/10/1992","-0.68","-0.79","-0.8","0.17","-0.31","-0.92",""
"01/17/1992","-0.67","-0.76","-0.79","0.14","-0.34","-0.93",""
"01/24/1992","-0.67","-0.73","-0.77","0.11","-0.36","-0.95",""
"01/31/1992","-0.67","-0.72","-0.75","0.07","-0.38","-0.96",""
"02/07/1992","-0.67","-0.73","-0.74","0.04","-0.39","-0.98",""
"02/14/1992","-0.67","-0.74","-0.73","0.01","-0.41","-0.99",""
"02/21/1992","-0.67","-0.75","-0.72","-0.02","-0.42","-1.01",""
"02/28/1992","-0.67","-0.76","-0.71","-0.04","-0.42","-1.03",""
"03/06/1992","-0.67","-0.75","-0.71","-0.05","-0.43","-1.05",""
"03/13/1992","-0.67","-0.74","-0.71","-0.07","-0.43","-1.07",""
"03/20/1992","-0.67","-0.74","-0.71","-0.08","-0.43","-1.09",""
"03/27/1992","-0.68","-0.75","-0.73","-0.09","-0.43","-1.11","0.33"
"04/03/1992","-0.69","-0.77","-0.75","-0.09","-0.43","-1.13",""
"04/10/1992","-0.71","-0.8","-0.77","-0.1","-0.43","-1.15",""
"04/17/1992","-0.73","-0.83","-0.8","-0.11","-0.43","-1.17",""
"04/24/1992","-0.76","-0.86","-0.82","-0.12","-0.44","-1.19",""
"05/01/1992","-0.78","-0.88","-0.85","-0.13","-0.45","-1.21",""
"05/08/1992","-0.81","-0.9","-0.88","-0.14","-0.46","-1.23",""
"05/15/1992","-0.83","-0.91","-0.9","-0.15","-0.48","-1.24",""
"05/22/1992","-0.85","-0.93","-0.92","-0.16","-0.5","-1.26",""
"05/29/1992","-0.87","-0.94","-0.94","-0.18","-0.52","-1.27",""
"06/05/1992","-0.88","-0.96","-0.95","-0.19","-0.54","-1.28",""
"06/12/1992","-0.89","-0.98","-0.96","-0.19","-0.56","-1.29",""
"06/19/1992","-0.91","-0.99","-0.98","-0.2","-0.58","-1.3",""
"06/26/1992","-0.92","-1.01","-0.99","-0.2","-0.59","-1.3","0.09"
"07/03/1992","-0.93","-1.03","-1","-0.21","-0.6","-1.31",""
"07/10/1992","-0.94","-1.05","-1.01","-0.21","-0.6","-1.31",""
"07/17/1992","-0.94","-1.05","-1.02","-0.2","-0.59","-1.32",""
"07/24/1992","-0.95","-1.05","-1.03","-0.2","-0.58","-1.32",""
"07/31/1992","-0.95","-1.04","-1.03","-0.19","-0.57","-1.32",""
"08/07/1992","-0.94","-1.02","-1.03","-0.19","-0.55","-1.32",""
"08/14/1992","-0.93","-1","-1.03","-0.17","-0.53","-1.32",""
"08/21/1992","-0.92","-0.98","-1.03","-0.16","-0.51","-1.33",""
"08/28/1992","-0.91","-0.97","-1.02","-0.15","-0.49","-1.33",""
"09/04/1992","-0.89","-0.96","-1","-0.13","-0.48","-1.33",""
"09/11/1992","-0.87","-0.94","-0.98","-0.12","-0.48","-1.33",""
"09/18/1992","-0.84","-0.91","-0.94","-0.11","-0.48","-1.33",""
"09/25/1992","-0.81","-0.87","-0.9","-0.1","-0.5","-1.33",""
"10/02/1992","-0.77","-0.83","-0.84","-0.1","-0.51","-1.34","-0.26"
"10/09/1992","-0.74","-0.8","-0.79","-0.11","-0.54","-1.34",""
